person,block,condition,trial,attempt,id,found,score,item_class,x,y,rt
17,practice,practice,1,1,11,1,1,targ_class1,216.0,-31.0,6.57
17,practice,practice,1,1,13,0,0,dist_class1,210.0,25.0,7.29
17,practice,practice,1,2,12,1,1,targ_class1,64.0,-89.0,1.74
17,practice,practice,1,2,9,2,2,targ_class1,-446.0,-222.0,3.71
17,practice,practice,1,2,15,3,3,targ_class1,0.0,-331.0,5.14
17,practice,practice,1,2,4,4,4,targ_class1,312.0,463.0,8.16
17,practice,practice,1,2,14,0,0,dist_class2,392.0,400.0,9.16
17,practice,practice,1,3,16,1,1,targ_class1,-483.0,326.0,1.71
17,practice,practice,1,3,4,2,2,targ_class1,-109.0,-248.0,2.94
17,practice,practice,1,3,13,3,3,targ_class1,305.0,-457.0,3.84
17,practice,practice,1,3,12,4,4,targ_class1,487.0,21.0,5.24
17,practice,practice,1,3,1,0,0,dist_class1,-197.0,34.0,7.59
17,practice,practice,1,4,9,1,1,targ_class1,-210.0,68.0,1.59
17,practice,practice,1,4,14,2,2,targ_class1,-378.0,458.0,2.99
17,practice,practice,1,4,7,3,3,targ_class1,153.0,369.0,4.57
17,practice,practice,1,4,1,4,4,targ_class1,148.0,-196.0,5.74
17,practice,practice,1,4,13,0,0,dist_class2,-386.0,25.0,7.17
17,practice,practice,1,5,14,1,1,targ_class1,254.0,-104.0,1.84
17,practice,practice,1,5,11,2,2,targ_class1,245.0,-192.0,2.57
17,practice,practice,1,5,4,3,3,targ_class1,-54.0,386.0,5.79
17,practice,practice,1,5,8,0,0,dist_class2,-258.0,418.0,7.06
17,practice,practice,1,6,10,1,1,targ_class1,72.0,-252.0,1.67
17,practice,practice,1,6,8,2,2,targ_class1,-180.0,-313.0,2.91
17,practice,practice,1,6,11,3,3,targ_class1,86.0,-385.0,3.87
17,practice,practice,1,6,5,4,4,targ_class1,385.0,450.0,5.31
17,practice,practice,1,6,6,0,0,dist_class2,330.0,435.0,6.37
17,practice,practice,0,1,4,1,1,targ_class1,-230.0,-14.0,1.61
17,practice,practice,0,1,6,2,2,targ_class1,317.0,-235.0,3.1
17,practice,practice,0,1,15,3,3,targ_class1,44.0,264.0,5.0
17,practice,practice,0,1,12,4,4,targ_class1,446.0,290.0,6.49
17,practice,practice,0,1,14,0,0,dist_class2,-62.0,415.0,7.54
17,practice,practice,0,2,2,1,1,targ_class1,38.0,-428.0,1.94
17,practice,practice,0,2,8,2,2,targ_class1,-129.0,-451.0,3.04
17,practice,practice,0,2,13,3,3,targ_class1,-51.0,403.0,4.94
17,practice,practice,0,2,4,4,4,targ_class1,128.0,293.0,5.96
17,practice,practice,0,2,9,0,0,dist_class2,-185.0,296.0,7.72
17,practice,practice,0,3,9,1,1,targ_class1,-231.0,-126.0,1.39
17,practice,practice,0,3,12,2,2,targ_class1,50.0,164.0,2.45
17,practice,practice,0,3,7,3,3,targ_class1,329.0,-291.0,3.37
17,practice,practice,0,3,8,4,4,targ_class1,475.0,-17.0,4.47
17,practice,practice,0,3,4,0,0,dist_class2,-219.0,-70.0,6.29
17,practice,practice,0,4,13,1,1,targ_class1,-96.0,31.0,1.76
17,practice,practice,0,4,8,2,2,targ_class1,308.0,-30.0,2.87
17,practice,practice,0,4,15,3,3,targ_class1,495.0,7.0,3.74
17,practice,practice,0,4,7,4,4,targ_class1,196.0,144.0,5.52
17,practice,practice,0,4,3,0,0,dist_class2,-199.0,109.0,6.6
17,practice,practice,0,5,11,1,1,targ_class1,-30.0,-272.0,1.64
17,practice,practice,0,5,7,2,2,targ_class1,158.0,-272.0,2.47
17,practice,practice,0,5,6,3,3,targ_class1,337.0,-226.0,3.22
17,practice,practice,0,5,16,4,4,targ_class1,-118.0,203.0,4.4
17,practice,practice,0,5,3,0,0,dist_class2,-77.0,137.0,5.26
17,practice,practice,0,6,5,1,1,targ_class1,-116.0,-136.0,1.51
17,practice,practice,0,6,1,2,2,targ_class1,-12.0,350.0,2.81
17,practice,practice,0,6,12,3,3,targ_class1,-336.0,457.0,5.64
17,practice,practice,0,6,4,4,4,targ_class1,163.0,-218.0,6.7
17,practice,practice,0,6,14,0,0,dist_class2,254.0,-102.0,7.94
17,block1,vert_line,4,1,26,1,1,targ_class1,-299.0,152.0,1.79
17,block1,vert_line,4,1,20,2,2,targ_class1,-190.0,89.0,2.75
17,block1,vert_line,4,1,56,3,3,targ_class1,-247.0,377.0,4.37
17,block1,vert_line,4,1,57,4,4,targ_class1,-125.0,409.0,5.12
17,block1,vert_line,4,1,37,5,5,targ_class1,-30.0,454.0,5.93
17,block1,vert_line,4,1,48,6,6,targ_class1,413.0,418.0,6.94
17,block1,vert_line,4,1,28,7,7,targ_class1,-30.0,-152.0,7.97
17,block1,vert_line,4,1,3,8,8,targ_class1,196.0,-413.0,9.07
17,block1,vert_line,4,1,7,9,9,targ_class1,377.0,-212.0,10.67
17,block1,vert_line,4,1,59,10,10,targ_class1,430.0,-228.0,11.34
17,block1,vert_line,4,1,16,11,11,targ_class1,269.0,-315.0,12.29
17,block1,vert_line,4,1,8,12,12,targ_class1,-378.0,-39.0,17.92
17,block1,vert_line,4,1,13,13,13,targ_class1,-469.0,-280.0,19.7
17,block1,vert_line,4,1,22,14,14,targ_class1,-288.0,-225.0,21.55
17,block1,vert_line,4,1,19,15,15,targ_class1,-156.0,-381.0,23.42
17,block1,vert_line,4,1,14,16,16,targ_class2,108.0,-26.0,26.9
17,block1,vert_line,4,1,53,17,17,targ_class2,168.0,-37.0,27.4
17,block1,vert_line,4,1,43,18,18,targ_class2,337.0,314.0,28.92
17,block1,vert_line,4,1,21,19,19,targ_class2,214.0,425.0,29.87
17,block1,vert_line,4,1,60,20,20,targ_class2,-377.0,316.0,31.4
17,block1,vert_line,4,1,41,21,21,targ_class2,-446.0,244.0,32.14
17,block1,vert_line,4,1,12,22,22,targ_class2,-466.0,183.0,32.58
17,block1,vert_line,4,1,27,23,23,targ_class2,-207.0,175.0,33.64
17,block1,vert_line,4,1,45,24,24,targ_class2,-151.0,186.0,34.15
17,block1,vert_line,4,1,31,25,25,targ_class2,-142.0,-294.0,35.5
17,block1,vert_line,4,1,49,26,26,targ_class2,-108.0,-250.0,36.34
17,block1,vert_line,4,1,5,27,27,targ_class2,-336.0,-308.0,37.27
17,block1,vert_line,4,1,10,28,28,targ_class2,159.0,-271.0,39.18
17,block1,vert_line,4,1,46,29,29,targ_class2,329.0,-182.0,41.27
17,block1,vert_line,4,1,23,30,30,targ_class2,91.0,262.0,45.07
17,block1,vert_line,4,1,25,31,31,targ_class2,132.0,-80.0,46.58
17,block1,vert_line,4,1,18,0,0,dist_class2,225.0,-170.0,55.4
17,block1,vert_line,4,2,46,1,1,targ_class1,-430.0,-229.0,1.76
17,block1,vert_line,4,2,16,2,2,targ_class1,-388.0,-266.0,2.82
17,block1,vert_line,4,2,55,3,3,targ_class1,-363.0,-427.0,3.4
17,block1,vert_line,4,2,62,4,4,targ_class1,-192.0,-303.0,4.07
17,block1,vert_line,4,2,27,5,5,targ_class1,-166.0,-109.0,5.04
17,block1,vert_line,4,2,32,6,6,targ_class1,161.0,415.0,6.64
17,block1,vert_line,4,2,17,7,7,targ_class1,138.0,364.0,7.05
17,block1,vert_line,4,2,18,8,8,targ_class1,127.0,459.0,8.0
17,block1,vert_line,4,2,19,9,9,targ_class1,109.0,-179.0,10.77
17,block1,vert_line,4,2,50,10,10,targ_class1,173.0,-68.0,11.29
17,block1,vert_line,4,2,9,11,11,targ_class1,-30.0,-344.0,12.62
17,block1,vert_line,4,2,63,12,12,targ_class2,-227.0,-347.0,13.74
17,block1,vert_line,4,2,51,13,13,targ_class2,-173.0,-385.0,13.94
17,block1,vert_line,4,2,48,14,14,targ_class2,-85.0,-335.0,15.37
17,block1,vert_line,4,2,40,15,15,targ_class2,362.0,-235.0,17.34
17,block1,vert_line,4,2,33,16,16,targ_class2,410.0,-144.0,17.94
17,block1,vert_line,4,2,41,17,17,targ_class2,253.0,165.0,19.84
17,block1,vert_line,4,2,15,18,18,targ_class2,241.0,219.0,20.22
17,block1,vert_line,4,2,20,19,19,targ_class2,33.0,375.0,21.39
17,block1,vert_line,4,2,38,20,20,targ_class2,-500.0,160.0,22.94
17,block1,vert_line,4,2,5,21,21,targ_class2,-309.0,162.0,24.25
17,block1,vert_line,4,2,31,22,22,targ_class2,-490.0,367.0,25.52
17,block1,vert_line,4,2,37,23,23,targ_class2,331.0,138.0,26.99
17,block1,vert_line,4,2,28,24,24,targ_class2,161.0,-13.0,27.97
17,block1,vert_line,4,2,60,25,25,targ_class2,30.0,-208.0,29.5
17,block1,vert_line,4,2,6,26,26,targ_class2,74.0,-242.0,30.35
17,block1,vert_line,4,2,34,27,27,targ_class2,-121.0,-141.0,31.37
17,block1,vert_line,4,2,35,0,0,dist_class1,118.0,312.0,34.6
17,block1,vert_line,4,3,33,1,1,targ_class1,-90.0,172.0,2.12
17,block1,vert_line,4,3,37,2,2,targ_class1,-75.0,406.0,3.49
17,block1,vert_line,4,3,51,3,3,targ_class1,-337.0,380.0,4.37
17,block1,vert_line,4,3,16,4,4,targ_class1,-393.0,421.0,4.97
17,block1,vert_line,4,3,42,5,5,targ_class1,-432.0,-42.0,7.54
17,block1,vert_line,4,3,58,6,6,targ_class1,-323.0,-199.0,8.39
17,block1,vert_line,4,3,63,7,7,targ_class1,-266.0,-261.0,9.01
17,block1,vert_line,4,3,35,8,8,targ_class1,-65.0,-421.0,10.82
17,block1,vert_line,4,3,41,9,9,targ_class1,236.0,-263.0,11.85
