person,block,condition,trial,attempt,id,found,score,item_class,x,y,rt
21,practice,practice,0,1,15,1,1,targ_class2,-223.0,79.0,2.57
21,practice,practice,0,1,13,2,2,targ_class2,-402.0,245.0,4.0
21,practice,practice,0,1,3,3,3,targ_class2,-422.0,-329.0,5.39
21,practice,practice,0,1,6,4,4,targ_class2,463.0,203.0,6.99
21,practice,practice,0,1,8,5,5,targ_class1,-50.0,-440.0,9.77
21,practice,practice,0,1,9,6,6,targ_class1,164.0,-4.0,11.02
21,practice,practice,0,1,10,7,7,targ_class1,491.0,364.0,12.25
21,practice,practice,0,1,11,8,8,targ_class1,-315.0,333.0,13.86
21,practice,practice,1,1,1,1,1,targ_class2,-427.0,298.0,2.64
21,practice,practice,1,1,11,2,2,targ_class2,338.0,331.0,4.14
21,practice,practice,1,1,5,3,3,targ_class2,267.0,378.0,4.87
21,practice,practice,1,1,15,4,4,targ_class2,403.0,-307.0,6.22
21,practice,practice,1,1,9,5,5,targ_class1,-169.0,-64.0,8.02
21,practice,practice,1,1,4,6,6,targ_class1,346.0,90.0,9.17
21,practice,practice,1,1,6,7,7,targ_class1,399.0,-50.0,10.09
21,practice,practice,1,1,2,8,8,targ_class1,31.0,438.0,11.44
21,block1,control,2,1,7,1,1,targ_class1,-287.0,191.0,3.49
21,block1,control,2,1,33,2,2,targ_class1,-441.0,353.0,4.34
21,block1,control,2,1,40,3,3,targ_class1,165.0,339.0,5.42
21,block1,control,2,1,6,4,4,targ_class1,310.0,186.0,6.5
21,block1,control,2,1,28,5,5,targ_class1,470.0,137.0,7.44
21,block1,control,2,1,24,6,6,targ_class1,139.0,62.0,8.45
21,block1,control,2,1,32,7,7,targ_class1,106.0,17.0,9.15
21,block1,control,2,1,62,8,8,targ_class1,354.0,-195.0,10.17
21,block1,control,2,1,46,9,9,targ_class1,459.0,-182.0,11.05
21,block1,control,2,1,52,10,10,targ_class1,330.0,-365.0,11.92
21,block1,control,2,1,30,11,11,targ_class1,241.0,-356.0,12.82
21,block1,control,2,1,53,12,12,targ_class1,-180.0,-391.0,13.94
21,block1,control,2,1,16,13,13,targ_class1,-306.0,-346.0,14.57
21,block1,control,2,1,23,14,14,targ_class1,-326.0,-294.0,15.12
21,block1,control,2,1,1,15,15,targ_class1,-321.0,-239.0,15.75
21,block1,control,2,1,64,16,16,targ_class1,-450.0,-87.0,16.89
21,block1,control,2,1,2,17,17,targ_class2,-162.0,-332.0,18.38
21,block1,control,2,1,25,18,18,targ_class2,-127.0,-102.0,19.73
21,block1,control,2,1,54,19,19,targ_class2,-154.0,8.0,20.42
21,block1,control,2,1,44,20,20,targ_class2,82.0,68.0,21.25
21,block1,control,2,1,9,21,21,targ_class2,159.0,114.0,22.0
21,block1,control,2,1,31,22,22,targ_class2,435.0,-132.0,24.23
21,block1,control,2,1,5,23,23,targ_class2,474.0,423.0,25.5
21,block1,control,2,1,8,24,24,targ_class2,-474.0,418.0,27.28
21,block1,control,2,1,48,25,25,targ_class2,-421.0,438.0,28.3
21,block1,control,2,1,43,26,26,targ_class2,-250.0,446.0,29.15
21,block1,control,2,1,27,27,27,targ_class2,-313.0,240.0,30.87
21,block1,control,2,1,37,28,28,targ_class2,215.0,-245.0,40.37
21,block1,control,2,1,36,29,29,targ_class2,194.0,-60.0,41.37
21,block1,control,2,1,22,30,30,targ_class2,351.0,135.0,48.92
21,block1,control,2,1,59,31,31,targ_class2,311.0,-24.0,49.95
