person,block,condition,trial,attempt,id,found,score,item_class,x,y,rt
23,practice,practice,0,1,2,1,1,targ_class2,-104.0,178.0,2.31
23,practice,practice,0,1,14,2,2,targ_class2,-113.0,-227.0,4.8
23,practice,practice,0,1,16,3,3,targ_class2,121.0,-269.0,5.99
23,practice,practice,0,1,7,4,4,targ_class2,369.0,-260.0,7.34
23,practice,practice,0,1,9,0,0,dist_class1,-339.0,-370.0,9.69
23,practice,practice,0,2,7,1,1,targ_class2,-275.0,-88.0,1.92
23,practice,practice,0,2,15,2,2,targ_class2,317.0,47.0,3.55
23,practice,practice,0,2,9,3,3,targ_class2,203.0,383.0,5.07
23,practice,practice,0,2,2,4,4,targ_class2,315.0,320.0,5.92
23,practice,practice,0,2,8,0,0,dist_class2,-110.0,163.0,9.87
23,practice,practice,0,3,7,1,1,targ_class2,-158.0,-361.0,2.22
23,practice,practice,0,3,13,2,2,targ_class2,-197.0,113.0,3.59
23,practice,practice,0,3,11,3,3,targ_class2,-446.0,40.0,4.46
23,practice,practice,0,3,2,4,4,targ_class2,366.0,-166.0,5.97
23,practice,practice,0,3,12,5,5,targ_class1,403.0,188.0,15.49
23,practice,practice,0,3,6,6,6,targ_class1,-124.0,257.0,16.75
23,practice,practice,0,3,3,7,7,targ_class1,-197.0,405.0,17.44
23,practice,practice,0,3,15,8,8,targ_class1,195.0,-333.0,19.22
23,practice,practice,1,1,16,1,1,targ_class2,142.0,-114.0,3.87
23,practice,practice,1,1,2,2,2,targ_class2,-234.0,272.0,5.34
23,practice,practice,1,1,5,3,3,targ_class2,389.0,86.0,6.77
23,practice,practice,1,1,4,4,4,targ_class2,462.0,-347.0,8.1
23,practice,practice,1,1,10,5,5,targ_class1,372.0,139.0,9.47
23,practice,practice,1,1,1,6,6,targ_class1,106.0,-38.0,10.42
23,practice,practice,1,1,11,7,7,targ_class1,-342.0,101.0,11.55
23,practice,practice,1,1,8,8,8,targ_class1,-464.0,-160.0,13.54
23,block1,horz_line,2,1,55,1,1,targ_class1,-390.0,30.0,1.69
23,block1,horz_line,2,1,36,2,2,targ_class1,-342.0,259.0,2.69
23,block1,horz_line,2,1,48,3,3,targ_class1,-296.0,459.0,3.84
23,block1,horz_line,2,1,37,4,4,targ_class1,-81.0,405.0,4.87
23,block1,horz_line,2,1,33,5,5,targ_class1,-133.0,436.0,5.69
23,block1,horz_line,2,1,22,6,6,targ_class1,440.0,414.0,7.8
23,block1,horz_line,2,1,40,7,7,targ_class1,-40.0,109.0,9.45
23,block1,horz_line,2,1,5,8,8,targ_class1,-8.0,30.0,10.4
23,block1,horz_line,2,1,64,9,9,targ_class1,-99.0,-299.0,12.15
23,block1,horz_line,2,1,13,10,10,targ_class1,219.0,-30.0,13.32
23,block1,horz_line,2,1,50,11,11,targ_class1,372.0,-82.0,14.07
23,block1,horz_line,2,1,59,12,12,targ_class1,169.0,-324.0,14.99
23,block1,horz_line,2,1,38,13,13,targ_class1,224.0,-311.0,15.72
23,block1,horz_line,2,1,16,14,14,targ_class1,409.0,-349.0,16.5
23,block1,horz_line,2,1,49,15,15,targ_class1,394.0,-444.0,17.35
23,block1,horz_line,2,1,17,16,16,targ_class2,338.0,-437.0,18.59
23,block1,horz_line,2,1,60,17,17,targ_class1,-383.0,-249.0,19.99
23,block1,horz_line,2,1,4,18,18,targ_class2,-327.0,-256.0,20.77
23,block1,horz_line,2,1,30,19,19,targ_class2,-35.0,-272.0,21.87
23,block1,horz_line,2,1,21,20,20,targ_class2,-59.0,-450.0,22.69
23,block1,horz_line,2,1,29,21,21,targ_class2,175.0,-427.0,24.05
23,block1,horz_line,2,1,11,22,22,targ_class2,454.0,-197.0,25.07
23,block1,horz_line,2,1,52,23,23,targ_class2,0.0,-120.0,26.12
23,block1,horz_line,2,1,57,24,24,targ_class2,3.0,-63.0,26.85
23,block1,horz_line,2,1,6,0,0,dist_class2,64.0,-33.0,27.58
23,block1,horz_line,2,2,3,1,1,targ_class1,-15.0,-109.0,1.54
23,block1,horz_line,2,2,24,2,2,targ_class1,-9.0,84.0,2.77
23,block1,horz_line,2,2,55,3,3,targ_class1,107.0,152.0,3.87
23,block1,horz_line,2,2,22,4,4,targ_class1,161.0,168.0,4.52
23,block1,horz_line,2,2,11,5,5,targ_class1,205.0,247.0,5.17
23,block1,horz_line,2,2,43,6,6,targ_class1,231.0,98.0,5.99
23,block1,horz_line,2,2,18,7,7,targ_class1,333.0,135.0,6.8
23,block1,horz_line,2,2,45,8,8,targ_class1,422.0,52.0,7.54
23,block1,horz_line,2,2,58,9,9,targ_class1,-286.0,352.0,9.64
23,block1,horz_line,2,2,21,10,10,targ_class1,-216.0,-187.0,11.7
23,block1,horz_line,2,2,36,11,11,targ_class1,-494.0,-175.0,12.45
23,block1,horz_line,2,2,57,12,12,targ_class1,-178.0,-351.0,13.35
23,block1,horz_line,2,2,44,13,13,targ_class1,9.0,-410.0,14.32
23,block1,horz_line,2,2,39,14,14,targ_class1,213.0,-254.0,15.32
23,block1,horz_line,2,2,30,15,15,targ_class1,303.0,-217.0,15.97
