person,block,condition,trial,attempt,id,found,score,item_class,x,y,rt
9,practice,practice,0,1,10,0,0,dist_class2,-189.0,187.0,3.56
9,practice,practice,0,2,12,0,0,dist_class1,113.0,297.0,1.46
9,practice,practice,0,3,4,0,0,dist_class2,304.0,-41.0,3.17
9,practice,practice,0,4,14,0,0,dist_class1,-3.0,345.0,1.94
9,practice,practice,0,5,11,0,0,dist_class2,134.0,-297.0,1.92
9,practice,practice,0,6,2,0,0,dist_class1,92.0,-47.0,1.07
9,practice,practice,1,1,10,0,0,dist_class2,10.0,51.0,0.96
9,practice,practice,1,2,10,0,0,dist_class1,-361.0,191.0,1.41
9,practice,practice,1,3,13,0,0,dist_class2,-457.0,371.0,1.41
9,practice,practice,1,4,14,1,1,targ_class2,-97.0,325.0,1.86
9,practice,practice,1,4,1,0,0,dist_class1,-25.0,-3.0,3.26
9,practice,practice,1,5,10,0,0,dist_class2,-181.0,110.0,6.06
9,practice,practice,1,6,5,0,0,dist_class1,-185.0,-159.0,10.64
9,block1,control,0,1,16,1,1,targ_class1,199.0,-52.0,2.82
9,block1,control,0,1,11,2,2,targ_class1,168.0,283.0,4.44
9,block1,control,0,1,52,3,3,targ_class1,346.0,421.0,5.39
9,block1,control,0,1,4,4,4,targ_class2,291.0,429.0,5.9
9,block1,control,0,1,14,5,5,targ_class2,382.0,253.0,6.49
9,block1,control,0,1,59,6,6,targ_class2,436.0,241.0,7.17
9,block1,control,0,1,23,7,7,targ_class1,-428.0,124.0,8.2
9,block1,control,0,1,45,8,8,targ_class1,-345.0,102.0,8.6
9,block1,control,0,1,54,9,9,targ_class1,-296.0,63.0,9.17
9,block1,control,0,1,50,10,10,targ_class2,-246.0,247.0,9.92
9,block1,control,0,1,41,11,11,targ_class2,-299.0,320.0,10.32
9,block1,control,0,1,57,12,12,targ_class2,-204.0,361.0,10.75
9,block1,control,0,1,3,13,13,targ_class2,-127.0,298.0,11.42
9,block1,control,0,1,62,14,14,targ_class1,-303.0,-270.0,12.95
9,block1,control,0,1,39,15,15,targ_class1,-379.0,-351.0,13.57
9,block1,control,0,1,64,16,16,targ_class2,-328.0,-328.0,13.95
9,block1,control,0,1,20,17,17,targ_class1,-137.0,-337.0,14.87
9,block1,control,0,1,2,18,18,targ_class1,-213.0,-275.0,15.27
9,block1,control,0,1,48,19,19,targ_class1,-189.0,-217.0,15.65
9,block1,control,0,1,55,20,20,targ_class2,-85.0,-318.0,16.24
9,block1,control,0,1,8,21,21,targ_class1,-13.0,-463.0,16.94
9,block1,control,0,1,38,22,22,targ_class1,241.0,-440.0,17.57
9,block1,control,0,1,17,23,23,targ_class1,427.0,-405.0,18.27
9,block1,control,0,1,19,24,24,targ_class1,342.0,-336.0,18.75
9,block1,control,0,1,5,25,25,targ_class1,43.0,414.0,21.82
9,block1,control,0,1,63,26,26,targ_class2,424.0,92.0,23.84
9,block1,control,0,1,42,27,27,targ_class2,453.0,44.0,24.24
9,block1,control,0,1,18,28,28,targ_class2,-4.0,-227.0,25.05
9,block1,control,0,1,26,29,29,targ_class2,-277.0,-134.0,26.15
