person,block,condition,trial,attempt,id,found,score,item_class,x,y,rt
6,practice,practice,1,1,8,1,1,targ_class2,38.0,177.0,7.84
6,practice,practice,1,1,5,2,2,targ_class2,-256.0,-155.0,10.77
6,practice,practice,1,1,9,3,3,targ_class2,-270.0,-421.0,12.62
6,practice,practice,1,1,1,0,0,dist_class1,168.0,229.0,16.05
6,practice,practice,1,2,15,1,1,targ_class2,-201.0,128.0,10.42
6,practice,practice,1,2,6,2,2,targ_class2,-238.0,457.0,11.99
6,practice,practice,1,2,9,3,3,targ_class2,252.0,-431.0,15.14
6,practice,practice,1,2,12,4,4,targ_class2,431.0,-328.0,17.07
6,practice,practice,1,2,8,5,5,targ_class1,33.0,-296.0,19.59
6,practice,practice,1,2,2,6,6,targ_class1,-114.0,-411.0,24.6
6,practice,practice,1,2,16,7,7,targ_class1,-104.0,45.0,27.37
6,practice,practice,1,2,14,8,8,targ_class1,343.0,79.0,28.95
6,practice,practice,0,1,10,1,1,targ_class2,-456.0,298.0,2.82
6,practice,practice,0,1,12,2,2,targ_class2,2.0,273.0,4.69
6,practice,practice,0,1,6,3,3,targ_class2,205.0,357.0,5.69
6,practice,practice,0,1,11,4,4,targ_class2,-135.0,-397.0,7.92
6,practice,practice,0,1,3,5,5,targ_class1,263.0,297.0,9.87
6,practice,practice,0,1,1,6,6,targ_class1,366.0,-271.0,11.95
6,practice,practice,0,1,8,7,7,targ_class1,270.0,-442.0,13.74
6,practice,practice,0,1,15,8,8,targ_class1,416.0,-464.0,15.82
6,block1,control,4,1,14,1,1,targ_class1,94.0,425.0,3.95
6,block1,control,4,1,54,2,2,targ_class1,-178.0,303.0,5.77
6,block1,control,4,1,10,3,3,targ_class1,-198.0,24.0,8.59
6,block1,control,4,1,58,4,4,targ_class1,-282.0,-158.0,9.62
6,block1,control,4,1,9,5,5,targ_class1,-231.0,-183.0,10.19
6,block1,control,4,1,39,6,6,targ_class1,-468.0,-256.0,11.55
6,block1,control,4,1,31,7,7,targ_class1,248.0,-151.0,13.14
6,block1,control,4,1,30,8,8,targ_class1,185.0,-148.0,13.64
6,block1,control,4,1,63,9,9,targ_class1,171.0,-45.0,14.92
6,block1,control,4,1,47,10,10,targ_class1,86.0,97.0,16.99
6,block1,control,4,1,6,11,11,targ_class1,65.0,149.0,17.77
6,block1,control,4,1,24,12,12,targ_class1,254.0,249.0,18.92
6,block1,control,4,1,34,13,13,targ_class1,382.0,325.0,19.72
6,block1,control,4,1,5,14,14,targ_class1,489.0,340.0,20.39
6,block1,control,4,1,64,15,15,targ_class1,268.0,436.0,22.89
6,block1,control,4,1,40,16,16,targ_class1,362.0,146.0,25.32
6,block1,control,4,1,19,17,17,targ_class2,338.0,259.0,26.35
6,block1,control,4,1,16,18,18,targ_class2,228.0,-276.0,29.77
6,block1,control,4,1,22,19,19,targ_class2,-60.0,-287.0,30.83
6,block1,control,4,1,55,20,20,targ_class2,-259.0,-235.0,32.75
6,block1,control,4,1,38,21,21,targ_class2,-258.0,-304.0,34.32
6,block1,control,4,1,32,22,22,targ_class2,-78.0,-126.0,35.47
6,block1,control,4,1,36,23,23,targ_class2,-20.0,-117.0,35.9
6,block1,control,4,1,3,24,24,targ_class2,-83.0,-25.0,36.65
6,block1,control,4,1,27,25,25,targ_class2,-78.0,30.0,37.7
6,block1,control,4,1,4,26,26,targ_class2,-54.0,82.0,38.65
6,block1,control,4,1,25,27,27,targ_class2,-70.0,135.0,39.17
6,block1,control,4,1,59,28,28,targ_class2,-55.0,189.0,39.85
6,block1,control,4,1,49,29,29,targ_class2,-432.0,111.0,41.08
6,block1,control,4,1,1,30,30,targ_class2,-497.0,170.0,41.67
6,block1,control,4,1,44,31,31,targ_class2,-236.0,386.0,42.98
6,block1,control,4,1,53,32,32,targ_class2,-174.0,450.0,44.13
6,block1,vert_line,4,1,26,1,1,targ_class1,30.0,264.0,2.61
6,block1,vert_line,4,1,4,2,2,targ_class1,41.0,402.0,3.64
6,block1,vert_line,4,1,1,3,3,targ_class1,164.0,158.0,4.67
6,block1,vert_line,4,1,34,4,4,targ_class1,307.0,112.0,5.69
6,block1,vert_line,4,1,30,5,5,targ_class1,440.0,202.0,6.82
6,block1,vert_line,4,1,27,6,6,targ_class1,419.0,324.0,8.02
6,block1,vert_line,4,1,35,7,7,targ_class1,336.0,-19.0,9.09
6,block1,vert_line,4,1,41,8,8,targ_class1,418.0,-195.0,9.99
6,block1,vert_line,4,1,28,9,9,targ_class1,324.0,-199.0,10.95
6,block1,vert_line,4,1,24,10,10,targ_class2,-224.0,376.0,15.39
6,block1,vert_line,4,1,13,11,11,targ_class2,-258.0,331.0,15.89
6,block1,vert_line,4,1,16,12,12,targ_class2,-355.0,244.0,16.82
6,block1,vert_line,4,1,5,13,13,targ_class2,-263.0,209.0,17.64
6,block1,vert_line,4,1,38,14,14,targ_class1,-124.0,319.0,19.44
6,block1,vert_line,4,1,61,15,15,targ_class1,-142.0,377.0,19.92
6,block1,vert_line,4,1,42,16,16,targ_class2,-392.0,64.0,21.72
6,block1,vert_line,4,1,20,17,17,targ_class1,-419.0,114.0,22.29
6,block1,vert_line,4,1,18,18,18,targ_class1,-340.0,46.0,23.28
6,block1,vert_line,4,1,9,19,19,targ_class2,-30.0,97.0,25.94
6,block1,vert_line,4,1,39,20,20,targ_class2,-193.0,-270.0,27.59
6,block1,vert_line,4,1,29,21,21,targ_class2,-208.0,-324.0,28.32
6,block1,vert_line,4,1,60,22,22,targ_class1,-255.0,-353.0,31.23
6,block1,vert_line,4,1,3,23,23,targ_class1,-470.0,-427.0,32.23
6,block1,vert_line,4,1,63,24,24,targ_class1,-30.0,-372.0,34.04
6,block1,vert_line,4,1,49,25,25,targ_class2,-258.0,-454.0,34.92
6,block1,vert_line,4,1,31,26,26,targ_class2,390.0,-146.0,39.37
6,block1,vert_line,4,1,22,27,27,targ_class2,128.0,-5.0,40.35
6,block1,vert_line,4,1,17,28,28,targ_class2,67.0,106.0,41.13
6,block1,vert_line,4,1,55,29,29,targ_class2,45.0,211.0,41.78
6,block1,vert_line,4,1,44,30,30,targ_class2,133.0,420.0,42.67
6,block1,vert_line,4,1,21,31,31,targ_class2,436.0,462.0,44.05
6,block1,vert_line,4,1,48,32,32,targ_class2,142.0,-344.0,46.42
6,block1,horz_line,3,1,49,1,1,targ_class1,-137.0,217.0,1.87
6,block1,horz_line,3,1,48,2,2,targ_class1,-312.0,103.0,3.17
6,block1,horz_line,3,1,31,3,3,targ_class1,123.0,276.0,4.6
6,block1,horz_line,3,1,50,4,4,targ_class1,-23.0,-34.0,6.24
6,block1,horz_line,3,1,36,5,5,targ_class1,2.0,-83.0,7.05
6,block1,horz_line,3,1,38,6,6,targ_class1,2.0,-167.0,7.95
6,block1,horz_line,3,1,47,7,7,targ_class1,-114.0,-221.0,9.07
6,block1,horz_line,3,1,16,8,8,targ_class1,-174.0,-335.0,9.77
6,block1,horz_line,3,1,9,9,9,targ_class1,-307.0,-314.0,10.64
6,block1,horz_line,3,1,8,10,10,targ_class1,-424.0,-388.0,11.29
6,block1,horz_line,3,1,21,11,11,targ_class1,93.0,-382.0,12.92
