person,block,condition,trial,attempt,id,found,score,item_class,x,y,rt
13,practice,practice,0,1,16,1,1,targ_class2,208.0,291.0,7.11
13,practice,practice,0,1,13,2,2,targ_class2,-127.0,15.0,8.51
13,practice,practice,0,1,14,3,3,targ_class2,-437.0,15.0,9.26
13,practice,practice,0,1,7,4,4,targ_class2,64.0,53.0,12.09
13,practice,practice,0,1,12,5,5,targ_class1,90.0,-150.0,13.49
13,practice,practice,0,1,1,6,6,targ_class1,64.0,-322.0,14.07
13,practice,practice,0,1,10,7,7,targ_class1,-45.0,-372.0,14.75
13,practice,practice,0,1,2,8,8,targ_class1,-2.0,-457.0,15.35
13,practice,practice,1,1,9,1,1,targ_class1,190.0,396.0,3.12
13,practice,practice,1,1,4,2,2,targ_class2,-33.0,391.0,3.97
13,practice,practice,1,1,8,3,3,targ_class1,-173.0,263.0,7.32
13,practice,practice,1,1,2,4,4,targ_class2,-183.0,197.0,8.63
13,practice,practice,1,1,1,5,5,targ_class2,230.0,109.0,10.14
13,practice,practice,1,1,6,6,6,targ_class1,-47.0,-328.0,12.05
13,practice,practice,1,1,12,7,7,targ_class1,74.0,-292.0,13.0
13,practice,practice,1,1,16,8,8,targ_class2,-451.0,-93.0,14.35
13,block1,control,3,1,20,1,1,targ_class1,-262.0,416.0,2.66
13,block1,control,3,1,59,2,2,targ_class1,-167.0,381.0,3.49
13,block1,control,3,1,49,3,3,targ_class1,147.0,390.0,4.29
13,block1,control,3,1,51,4,4,targ_class1,94.0,329.0,4.91
13,block1,control,3,1,29,5,5,targ_class2,-74.0,298.0,5.54
13,block1,control,3,1,15,0,0,dist_class2,-311.0,351.0,6.24
13,block1,control,3,2,10,1,1,targ_class1,-292.0,389.0,1.79
13,block1,control,3,2,22,2,2,targ_class1,30.0,446.0,2.74
13,block1,control,3,2,5,3,3,targ_class2,95.0,330.0,3.52
13,block1,control,3,2,38,4,4,targ_class2,-43.0,374.0,4.12
13,block1,control,3,2,46,5,5,targ_class1,-22.0,272.0,5.01
13,block1,control,3,2,47,6,6,targ_class1,48.0,294.0,5.42
13,block1,control,3,2,13,7,7,targ_class1,49.0,207.0,6.0
13,block1,control,3,2,40,8,8,targ_class1,65.0,-88.0,7.71
13,block1,control,3,2,11,9,9,targ_class1,45.0,-229.0,8.44
13,block1,control,3,2,48,10,10,targ_class1,227.0,-347.0,9.31
13,block1,control,3,2,21,11,11,targ_class1,178.0,-398.0,9.79
13,block1,control,3,2,37,12,12,targ_class2,495.0,-362.0,13.24
13,block1,control,3,2,50,13,13,targ_class2,475.0,-199.0,14.3
