person,block,condition,trial,attempt,id,found,score,item_class,x,y,rt
14,practice,practice,0,1,10,0,0,dist_class2,-142.0,430.0,4.09
14,practice,practice,0,2,11,0,0,dist_class2,-477.0,241.0,2.79
14,practice,practice,0,3,8,0,0,dist_class2,-14.0,-78.0,2.84
14,practice,practice,0,4,6,0,0,dist_class2,-98.0,-36.0,2.45
14,practice,practice,0,5,1,1,1,targ_class2,-213.0,386.0,3.99
14,practice,practice,0,5,16,2,2,targ_class1,-400.0,203.0,5.5
14,practice,practice,0,5,3,3,3,targ_class2,-306.0,148.0,15.55
14,practice,practice,0,5,5,4,4,targ_class1,20.0,122.0,16.4
14,practice,practice,0,5,10,5,5,targ_class2,199.0,22.0,19.92
14,practice,practice,0,5,14,6,6,targ_class1,205.0,-398.0,21.6
14,practice,practice,0,5,2,7,7,targ_class2,162.0,323.0,22.69
14,practice,practice,0,5,13,8,8,targ_class1,-482.0,-148.0,27.05
14,practice,practice,1,1,15,1,1,targ_class2,-441.0,265.0,1.94
14,practice,practice,1,1,14,2,2,targ_class1,-490.0,369.0,2.72
14,practice,practice,1,1,10,3,3,targ_class2,-447.0,-270.0,4.14
14,practice,practice,1,1,6,4,4,targ_class1,264.0,286.0,5.82
14,practice,practice,1,1,1,5,5,targ_class2,-154.0,188.0,9.77
14,practice,practice,1,1,2,6,6,targ_class1,493.0,-8.0,11.29
14,practice,practice,1,1,9,7,7,targ_class1,370.0,-63.0,11.91
14,practice,practice,1,1,12,8,8,targ_class2,383.0,-178.0,12.91
14,block1,horz_line,1,1,50,1,1,targ_class1,-429.0,416.0,3.24
14,block1,horz_line,1,1,53,0,0,dist_class2,-417.0,470.0,4.19
14,block1,horz_line,1,2,27,1,1,targ_class1,-126.0,357.0,2.21
14,block1,horz_line,1,2,14,2,2,targ_class2,-54.0,332.0,3.19
14,block1,horz_line,1,2,57,3,3,targ_class1,-86.0,267.0,4.04
14,block1,horz_line,1,2,61,4,4,targ_class2,-115.0,209.0,4.77
14,block1,horz_line,1,2,22,5,5,targ_class1,-345.0,302.0,7.75
14,block1,horz_line,1,2,52,6,6,targ_class2,-428.0,288.0,8.59
14,block1,horz_line,1,2,63,7,7,targ_class1,-475.0,-53.0,9.94
14,block1,horz_line,1,2,40,8,8,targ_class2,-386.0,-30.0,10.75
14,block1,horz_line,1,2,56,9,9,targ_class1,46.0,350.0,13.65
14,block1,horz_line,1,2,50,10,10,targ_class2,212.0,336.0,14.77
14,block1,horz_line,1,2,3,11,11,targ_class1,151.0,85.0,15.85
14,block1,horz_line,1,2,48,12,12,targ_class2,96.0,70.0,16.27
14,block1,horz_line,1,2,11,13,13,targ_class1,145.0,-388.0,18.0
14,block1,horz_line,1,2,26,14,14,targ_class2,347.0,-476.0,20.54
14,block1,horz_line,1,2,16,15,15,targ_class1,294.0,-426.0,21.54
14,block1,horz_line,1,2,12,16,16,targ_class2,340.0,-62.0,23.15
14,block1,horz_line,1,2,21,17,17,targ_class1,415.0,392.0,25.94
14,block1,horz_line,1,2,10,18,18,targ_class2,312.0,332.0,26.65
14,block1,horz_line,1,2,47,19,19,targ_class1,458.0,182.0,27.42
14,block1,horz_line,1,2,51,20,20,targ_class2,269.0,177.0,28.54
14,block1,horz_line,1,2,5,21,21,targ_class1,398.0,-329.0,31.73
14,block1,horz_line,1,2,18,22,22,targ_class2,486.0,-454.0,33.42
14,block1,horz_line,1,2,31,23,23,targ_class1,-7.0,-304.0,35.88
14,block1,horz_line,1,2,2,0,0,dist_class1,-411.0,-361.0,37.63
14,block1,horz_line,1,3,44,1,1,targ_class1,-220.0,444.0,3.49
14,block1,horz_line,1,3,56,2,2,targ_class2,-140.0,187.0,4.55
14,block1,horz_line,1,3,51,3,3,targ_class1,-281.0,149.0,5.47
14,block1,horz_line,1,3,3,4,4,targ_class2,-326.0,117.0,6.02
14,block1,horz_line,1,3,27,5,5,targ_class1,-197.0,30.0,7.01
14,block1,horz_line,1,3,58,6,6,targ_class2,-337.0,30.0,7.72
14,block1,horz_line,1,3,60,7,7,targ_class1,361.0,-203.0,12.82
14,block1,horz_line,1,3,47,8,8,targ_class2,278.0,-104.0,13.8
14,block1,horz_line,1,3,31,9,9,targ_class1,251.0,-208.0,15.16
14,block1,horz_line,1,3,53,10,10,targ_class2,76.0,-174.0,16.64
14,block1,horz_line,1,3,20,0,0,dist_class2,196.0,-203.0,17.62
14,block1,horz_line,1,4,60,1,1,targ_class1,83.0,61.0,1.31
14,block1,horz_line,1,4,27,2,2,targ_class2,59.0,129.0,3.62
14,block1,horz_line,1,4,58,3,3,targ_class1,-137.0,-60.0,4.52
14,block1,horz_line,1,4,6,4,4,targ_class2,-86.0,-85.0,7.44
14,block1,horz_line,1,4,54,5,5,targ_class1,-96.0,-140.0,8.04
14,block1,horz_line,1,4,42,6,6,targ_class2,-147.0,-116.0,8.54
14,block1,horz_line,1,4,30,7,7,targ_class1,-203.0,-117.0,9.62
14,block1,horz_line,1,4,3,8,8,targ_class2,-284.0,-141.0,11.39
14,block1,horz_line,1,4,47,9,9,targ_class1,-233.0,-164.0,12.14
14,block1,horz_line,1,4,18,10,10,targ_class2,-289.0,-246.0,13.67
14,block1,horz_line,1,4,25,11,11,targ_class1,-300.0,-430.0,15.4
14,block1,horz_line,1,4,43,12,12,targ_class2,45.0,-203.0,16.44
14,block1,horz_line,1,4,34,0,0,dist_class2,119.0,-46.0,18.05
14,block1,horz_line,1,5,49,1,1,targ_class1,-181.0,196.0,1.59
14,block1,horz_line,1,5,16,2,2,targ_class2,-194.0,140.0,2.41
14,block1,horz_line,1,5,29,3,3,targ_class1,-259.0,199.0,3.61
14,block1,horz_line,1,5,28,4,4,targ_class2,-315.0,293.0,4.49
14,block1,horz_line,1,5,55,5,5,targ_class1,-281.0,139.0,5.8
14,block1,horz_line,1,5,30,6,6,targ_class2,-442.0,416.0,7.6
14,block1,horz_line,1,5,20,7,7,targ_class1,34.0,278.0,9.2
14,block1,horz_line,1,5,45,8,8,targ_class2,-122.0,328.0,10.29
14,block1,horz_line,1,5,57,9,9,targ_class1,150.0,110.0,12.7
14,block1,horz_line,1,5,58,10,10,targ_class2,-150.0,-30.0,14.79
14,block1,horz_line,1,5,5,11,11,targ_class1,-94.0,-30.0,15.65
14,block1,horz_line,1,5,22,12,12,targ_class2,-327.0,30.0,16.85
14,block1,horz_line,1,5,36,13,13,targ_class1,-30.0,-292.0,18.35
14,block1,horz_line,1,5,40,14,14,targ_class2,122.0,-406.0,19.44
14,block1,horz_line,1,5,54,15,15,targ_class1,-32.0,-388.0,20.3
14,block1,horz_line,1,5,46,16,16,targ_class2,173.0,-427.0,21.13
14,block1,horz_line,1,5,9,17,17,targ_class1,180.0,-226.0,22.15
14,block1,horz_line,1,5,64,18,18,targ_class2,231.0,-191.0,24.54
14,block1,horz_line,1,5,63,19,19,targ_class1,314.0,314.0,26.1
14,block1,horz_line,1,5,56,20,20,targ_class2,270.0,349.0,26.69
14,block1,horz_line,1,5,37,21,21,targ_class1,464.0,-148.0,28.45
14,block1,horz_line,1,5,44,22,22,targ_class2,480.0,67.0,29.27
14,block1,horz_line,1,5,8,23,23,targ_class1,494.0,-227.0,31.9
14,block1,horz_line,1,5,13,24,24,targ_class2,400.0,-429.0,32.53
14,block1,horz_line,1,5,25,25,25,targ_class1,-291.0,-395.0,36.65
14,block1,horz_line,1,5,14,26,26,targ_class2,-239.0,-343.0,37.07
14,block1,horz_line,1,5,15,27,27,targ_class1,120.0,30.0,40.72
14,block1,horz_line,1,5,47,28,28,targ_class2,-416.0,-147.0,41.6
14,block1,horz_line,1,5,4,29,29,targ_class1,71.0,-86.0,42.77
14,block1,horz_line,1,5,48,30,30,targ_class2,-127.0,419.0,44.25
14,block1,horz_line,1,5,10,31,31,targ_class1,287.0,-190.0,46.27
14,block1,horz_line,1,5,32,32,32,targ_class2,385.0,382.0,50.78
14,block1,horz_line,2,1,63,1,1,targ_class1,4.0,-140.0,1.96
14,block1,horz_line,2,1,30,2,2,targ_class2,-19.0,-84.0,2.52
14,block1,horz_line,2,1,54,0,0,dist_class2,159.0,-183.0,3.29
14,block1,horz_line,2,2,5,1,1,targ_class1,-17.0,-165.0,2.32
